"filename", "language", "C++", "Python", "JSON", "Markdown", "XML", "Log", "C", "comment", "blank", "total"
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 103 (Rated for Div. 2)\B. Inflation.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 3, 4, 43
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 104 (Rated for Div. 2)\A. Arena.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 4, 46
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 104 (Rated for Div. 2)\B. Cat Cycle.cpp", "C++", 69, 0, 0, 0, 0, 0, 0, 5, 5, 79
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 104 (Rated for Div. 2)\C. Minimum Ties.cpp", "C++", 76, 0, 0, 0, 0, 0, 0, 5, 9, 90
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 104 (Rated for Div. 2)\D. Pythagorean Triples.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 16, 6, 56
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 104 (Rated for Div. 2)\E. Cheap Dinner.cpp", "C++", 96, 0, 0, 0, 0, 0, 0, 0, 4, 100
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 111 (Rated for Div. 2)\A. Find The Array.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 1, 4, 53
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 111 (Rated for Div. 2)\B. Maximum Cost Deletion.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 2, 5, 66
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Educational Codeforces Round 111 (Rated for Div. 2)\C. Manhattan Subarrays.cpp", "C++", 74, 0, 0, 0, 0, 0, 0, 3, 6, 83
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)\A. Digits Sum.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 1, 5, 53
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)\B. Reverse String.cpp", "C++", 63, 0, 0, 0, 0, 0, 0, 3, 4, 70
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)\C. Penalty.cpp", "C++", 92, 0, 0, 0, 0, 0, 0, 1, 6, 99
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)\D. Backspace-rebuild.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 1, 5, 70
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)\D. Backspace.cpp", "C++", 92, 0, 0, 0, 0, 0, 0, 56, 6, 154
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)\E. Permutation Shift.cpp", "C++", 94, 0, 0, 0, 0, 0, 0, 1, 8, 103
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\The 2020 ICPC Asia Taipei-Hsinchu Site Programming Contest\B. Make Numbers.cpp", "C++", 181, 0, 0, 0, 0, 0, 0, 6, 7, 194
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Unknown\A. Subtract or Divide.cpp", "C++", 86, 0, 0, 0, 0, 0, 0, 0, 3, 89
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Unknown\B. Non-Substring Subsequence.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 4, 60
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Unknown\C. Mind Control.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 0, 3, 29
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Unknown\C. String Equality.cpp", "C++", 51, 0, 0, 0, 0, 0, 0, 0, 5, 56
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Unknown\D. Recommendations.cpp", "C++", 79, 0, 0, 0, 0, 0, 0, 6, 5, 90
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Unknown\E. 群体狂乱.cpp", "C++", 117, 0, 0, 0, 0, 0, 0, 23, 9, 149
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Codeforces\Unknown\G. Short Task.cpp", "C++", 51, 0, 0, 0, 0, 0, 0, 0, 3, 54
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\1358：中缀表达式值(expr).cpp", "C++", 200, 0, 0, 0, 0, 0, 0, 11, 8, 219
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\41429\T170824 Erinnerung.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 3, 6, 65
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\O - 分数调查.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1009 阶乘之和.cpp", "C++", 109, 0, 0, 0, 0, 0, 0, 1, 8, 118
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1042 乒乓球.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 3, 65
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1065 作业调度方案 (rebuild).cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 2, 3, 60
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1065 作业调度方案.cpp", "C++", 58, 0, 0, 0, 0, 0, 0, 0, 4, 62
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1074 [NOIP2009 提高组] 靶形数独.cpp", "C++", 148, 0, 0, 0, 0, 0, 0, 7, 8, 163
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1080 国王游戏.cpp", "C++", 104, 0, 0, 0, 0, 0, 0, 11, 8, 123
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1083 借教室.cpp", "C++", 73, 0, 0, 0, 0, 0, 0, 5, 5, 83
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1102 A-B 数对.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 4, 6, 76
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1106 删数问题.cpp", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 3, 32
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1113 杂务.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 7, 75
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1119 灾后重建.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 2, 5, 72
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1120 小木棍 ［数据加强版］.cpp", "C++", 103, 0, 0, 0, 0, 0, 0, 12, 6, 121
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1126 机器人搬重物.cpp", "C++", 218, 0, 0, 0, 0, 0, 0, 2, 6, 226
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1127 词链.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1135 奇怪的电梯.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 1, 4, 40
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1144 最短路计数.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 4, 72
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1160 队列安排.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 1, 3, 44
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1163 银行贷款.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 3, 4, 37
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1182 数列分段 Section II.cpp", "C++", 43, 0, 0, 0, 0, 0, 0, 2, 4, 49
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1185 绘制二叉树.cpp", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1194 买礼物.cpp", "C++", 80, 0, 0, 0, 0, 0, 0, 2, 15, 97
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1195 口袋的天空.cpp", "C++", 110, 0, 0, 0, 0, 0, 0, 1, 12, 123
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1196 [NOI2002]银河英雄传说.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 8, 72
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1199 [NOIP2010 普及组] 三国游戏.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 4, 46
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1228 地毯填补问题.cpp", "C++", 61, 0, 0, 0, 0, 0, 0, 4, 3, 68
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1229 遍历问题.cpp", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1241 括号序列.cpp", "C++", 162, 0, 0, 0, 0, 0, 0, 4, 8, 174
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1241 括号序列（rebuild).cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 3, 65
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1249 最大乘积.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 0, 4, 56
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1259 黑白棋子的移动.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 4, 4, 62
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1265 公路修建.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 2, 8, 78
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1266 速度限制.cpp", "C++", 127, 0, 0, 0, 0, 0, 0, 8, 6, 141
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1303 AB Problem.cpp", "C++", 108, 0, 0, 0, 0, 0, 0, 1, 8, 117
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1312 [NOIP2011 提高组] Mayan 游戏.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 0, 3, 29
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1314 聪明的质监员.cpp", "C++", 61, 0, 0, 0, 0, 0, 0, 2, 4, 67
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1339 [USACO09OCT]Heat Wave G.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 0, 7, 67
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1346 电车.cpp", "C++", 74, 0, 0, 0, 0, 0, 0, 1, 9, 84
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1364 医院设置.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 2, 64
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1378 油滴扩展.cpp", "C++", 73, 0, 0, 0, 0, 0, 0, 0, 6, 79
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1396 营救.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 2, 8, 75
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1455 搭配购买.cpp", "C++", 58, 0, 0, 0, 0, 0, 0, 0, 7, 65
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1462 通往奥格瑞玛的道路.cpp", "C++", 90, 0, 0, 0, 0, 0, 0, 10, 7, 107
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1514 [NOIP2010 提高组] 引水入城.cpp", "C++", 138, 0, 0, 0, 0, 0, 0, 13, 9, 160
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1522 [USACO2.4]牛的旅行 Cow Tours.cpp", "C++", 123, 0, 0, 0, 0, 0, 0, 3, 7, 133
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1525 关押罪犯.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 0, 9, 69
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1535 [USACO08MAR]Cow Travelling S.cpp", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 5, 79
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1536 村村通.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 7, 66
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1546 [USACO3.1]最短网络 Agri-Net.cpp", "C++", 61, 0, 0, 0, 0, 0, 0, 2, 8, 71
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1547 [USACO05MAR]Out of Hay S.cpp", "C++", 84, 0, 0, 0, 0, 0, 0, 0, 8, 92
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1551 亲戚.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1576 最小花费.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 1, 5, 72
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1591 阶乘数码.cpp", "C++", 46, 0, 0, 0, 0, 0, 0, 1, 4, 51
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1629 邮递员送信(Dijkstra + priority_queue).cpp", "C++", 118, 0, 0, 0, 0, 0, 0, 2, 8, 128
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1629 邮递员送信(Dijkstra).cpp", "C++", 113, 0, 0, 0, 0, 0, 0, 2, 7, 122
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1629 邮递员送信(SPFA).cpp", "C++", 110, 0, 0, 0, 0, 0, 0, 1, 7, 118
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1631 序列合并.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 4, 60
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1678 烦恼的高考志愿.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 1, 6, 48
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1719 最大加权矩形.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 6, 3, 33
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1786 帮贡排序.cpp", "C++", 114, 0, 0, 0, 0, 0, 0, 0, 5, 119
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1801 黑匣子.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1807 最长路.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 0, 2, 43
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1824 进击的奶牛.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 1, 4, 44
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1825 [USACO11OPEN]Corn Maze S.cpp", "C++", 109, 0, 0, 0, 0, 0, 0, 19, 6, 134
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1827 [USACO3.4]美国血统 American Heritage.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1873 砍树.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 1, 4, 40
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1878 舞蹈课.cpp", "C++", 93, 0, 0, 0, 0, 0, 0, 0, 5, 98
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1892 [BOI2003]团伙.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 5, 53
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1902 刺杀大使.cpp", "C++", 69, 0, 0, 0, 0, 0, 0, 2, 4, 75
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1908 逆序对.cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 4, 59
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1923 【深基9.例4】求第 k 小的数.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1928 外星密码.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 2, 4, 54
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1957 口算练习题.cpp", "C++", 84, 0, 0, 0, 0, 0, 0, 0, 8, 92
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1966 火柴排队.cpp", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1967 货车运输.cpp", "C++", 154, 0, 0, 0, 0, 0, 0, 7, 12, 173
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1983 车站分级-rebuild.cpp", "C++", 70, 0, 0, 0, 0, 0, 0, 10, 6, 86
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1983 车站分级.cpp", "C++", 77, 0, 0, 0, 0, 0, 0, 0, 6, 83
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1990 覆盖墙壁.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P1991 无线通讯网.cpp", "C++", 78, 0, 0, 0, 0, 0, 0, 2, 9, 89
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2004 领地选择.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 9, 3, 44
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2024 [NOI2001]食物链.cpp", "C++", 77, 0, 0, 0, 0, 0, 0, 2, 6, 85
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2036 [COCI2008-2009#2] PERKET.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2058 海港.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 0, 3, 50
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2078 朋友.cpp", "C++", 61, 0, 0, 0, 0, 0, 0, 1, 5, 67
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2085 最小函数值.cpp", "C++", 43, 0, 0, 0, 0, 0, 0, 4, 2, 49
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2121 拆地毯.cpp", "C++", 71, 0, 0, 0, 0, 0, 0, 3, 13, 87
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2123 皇后游戏.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 11, 4, 80
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2212 [USACO14MAR]Watering the Fields S.cpp", "C++", 85, 0, 0, 0, 0, 0, 0, 1, 12, 98
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2234 [HNOI2002]营业额统计.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 3, 40
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2240 【深基12.例1】部分背包问题.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 2, 9, 65
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2249 【深基13.例1】查找..cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2251 质量检测.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 1, 3, 35
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2256 一中校运会之百米跑.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 8, 67
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2280 [HNOI2003]激光炸弹.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 4, 52
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2330 [SCOI2005]繁忙的都市.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2345 [USACO04OPEN]MooFest G.cpp", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2392 kkksc03考前临时抱佛脚.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 1, 2, 33
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2404 自然数的拆分问题.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 6, 4, 37
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2415 集合求和.cpp", "C++", 18, 0, 0, 0, 0, 0, 0, 1, 3, 22
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2437 蜜蜂路线.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 3, 4, 43
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2440 木材加工.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 4, 39
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2504 [HAOI2006]聪明的猴子.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 2, 7, 77
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2512 [HAOI2008]糖果传递.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2661 [NOIP2015 提高组] 信息传递.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 4, 60
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2661 信息传递.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 6, 51
"c:\Users\11146\OneDrive\ACM\OpenjudgeNow\Luogu\P2670 扫雷游戏.cpp", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 3, 32
